ID1,名前1,名前2,HP1,HP2,HP合計,余り
28,アルファルファ,マラスキーノ,38,74,112,0
28,アルファルファ,にせヒーロー,38,90,128,0
29,タルタル,しゅじんこう,40,90,130,2
29,タルタル,クミン,40,27,67,3
29,タルタル,ガルバンゾー,40,30,70,6
29,タルタル,ビシソワーズ,40,27,67,3
29,タルタル,キッシュ,40,26,66,2
29,タルタル,シェーブル,40,27,67,3
29,タルタル,リーキ,40,30,70,6
29,タルタル,キャンディー,40,26,66,2
29,タルタル,ピオーネ,40,46,86,6
29,タルタル,エシャロット,40,46,86,6
29,タルタル,エピィ,40,57,97,1
29,タルタル,アポロン,40,74,114,2
29,タルタル,ヘスティア,40,25,65,1
29,タルタル,レモン,40,27,67,3
29,タルタル,ブカティーニ,40,42,82,2
29,タルタル,カシス,40,73,113,1
29,タルタル,チキータ,40,74,114,2
29,タルタル,ランプータン,40,27,67,3
29,タルタル,マスカット,40,27,67,3
29,タルタル,ブリオッシュ,40,60,100,4
29,タルタル,マフィン,40,15,55,7
29,タルタル,ショコラ,40,56,96,0
29,タルタル,シフォン,40,62,102,6
29,タルタル,キャロット,40,60,100,4
29,タルタル,グリッシーニ,40,74,114,2
29,タルタル,リディア,40,72,112,0
29,タルタル,カイン,40,74,114,2
29,タルタル,グレイ,40,73,113,1
29,タルタル,ブリー,40,29,69,5
29,タルタル,マルガリータ,40,72,112,0
29,タルタル,マラスキーノ,40,74,114,2
29,タルタル,カミュ,40,73,113,1
29,タルタル,にせヒーロー,40,90,130,2
29,タルタル,ココット,40,24,64,0
30,ヘルメス,ヘーゼル,63,33,96,0
30,ヘルメス,カシュー,63,39,102,6
30,ヘルメス,ガスパチョ,63,37,100,4
30,ヘルメス,チコリ,63,18,81,1
30,ヘルメス,アルファルファ,63,38,101,5
30,ヘルメス,デュオニソス,63,54,117,5
30,ヘルメス,アルテミス,63,49,112,0
30,ヘルメス,セミヨン,63,36,99,3
30,ヘルメス,ヘパイストス,63,49,112,0
30,ヘルメス,アテナ,63,66,129,1
30,ヘルメス,ジェラート,63,49,112,0
30,ヘルメス,フェットチーネ,63,67,130,2
30,ヘルメス,バゲット,63,37,100,4
30,ヘルメス,ブレッツェル,63,71,134,6
30,ヘルメス,ミモザ,63,66,129,1
30,ヘルメス,ショコラ,63,56,119,7
30,ヘルメス,ブラウニー,63,5,68,4
30,ヘルメス,コンポート,63,55,118,6
30,ヘルメス,シュガー,63,49,112,0
30,ヘルメス,オレガノ,63,65,128,0
30,ヘルメス,エストラゴン,63,66,129,1
30,ヘルメス,リディア,63,72,135,7
30,ヘルメス,レオンハルト,63,71,134,6
30,ヘルメス,フリオニール,63,67,130,2
30,ヘルメス,ハバティー,63,54,117,5
30,ヘルメス,マリボー,63,66,129,1
30,ヘルメス,ラクレット,63,36,99,3
30,ヘルメス,マルガリータ,63,72,135,7
30,ヘルメス,アクアビット,63,69,132,4
30,ヘルメス,ラ ターシュ,63,69,132,4
30,ヘルメス,バランタイン,63,70,133,5
30,ヘルメス,クイーン,63,70,133,5
30,ヘルメス,プリンス,63,100,163,3
30,ヘルメス,せいめいたい,63,500,563,3
30,ヘルメス,ココット,63,24,87,7
30,ヘルメス,ヴィーナス,63,82,145,1
30,ヘルメス,ゼウス,63,85,148,4
31,リースリング,クミン,37,27,64,0
31,リースリング,ヘーゼル,37,33,70,6
31,リースリング,ガルバンゾー,37,30,67,3
31,リースリング,ビシソワーズ,37,27,64,0
31,リースリング,シェーブル,37,27,64,0
31,リースリング,チコリ,37,18,55,7
31,リースリング,リーキ,37,30,67,3
31,リースリング,アルテミス,37,49,86,6
31,リースリング,ソーピニヨン,37,48,85,5
31,リースリング,ピオーネ,37,46,83,3
31,リースリング,ヘパイストス,37,49,86,6
31,リースリング,エシャロット,37,46,83,3
31,リースリング,アテナ,37,66,103,7
31,リースリング,ジェラート,37,49,86,6
31,リースリング,レモン,37,27,64,0
31,リースリング,ランプータン,37,27,64,0
31,リースリング,マスカット,37,27,64,0
31,リースリング,ブリオッシュ,37,60,97,1
31,リースリング,マフィン,37,15,52,4
31,リースリング,ミモザ,37,66,103,7
31,リースリング,シフォン,37,62,99,3
31,リースリング,キャロット,37,60,97,1
31,リースリング,シュガー,37,49,86,6
31,リースリング,オレガノ,37,65,102,6
31,リースリング,サフラン,37,64,101,5
31,リースリング,エストラゴン,37,66,103,7
31,リースリング,マリボー,37,66,103,7
31,リースリング,エダム,37,48,85,5
31,リースリング,ブリー,37,29,66,2
31,リースリング,ヴィーナス,37,82,119,7
32,デュオニソス,しゅじんこう,54,90,144,0
32,デュオニソス,クミン,54,27,81,1
32,デュオニソス,ヘーゼル,54,33,87,7
32,デュオニソス,ガルバンゾー,54,30,84,4
32,デュオニソス,ビシソワーズ,54,27,81,1
32,デュオニソス,キッシュ,54,26,80,0
32,デュオニソス,シェーブル,54,27,81,1
32,デュオニソス,リーキ,54,30,84,4
32,デュオニソス,アルテミス,54,49,103,7
32,デュオニソス,キャンディー,54,26,80,0
32,デュオニソス,ソーピニヨン,54,48,102,6
32,デュオニソス,ピオーネ,54,46,100,4
32,デュオニソス,ヘパイストス,54,49,103,7
32,デュオニソス,エシャロット,54,46,100,4
32,デュオニソス,アポロン,54,74,128,0
32,デュオニソス,ジェラート,54,49,103,7
32,デュオニソス,レモン,54,27,81,1
32,デュオニソス,ブカティーニ,54,42,96,0
32,デュオニソス,チキータ,54,74,128,0
32,デュオニソス,ランプータン,54,27,81,1
32,デュオニソス,マスカット,54,27,81,1
32,デュオニソス,ブリオッシュ,54,60,114,2
32,デュオニソス,マフィン,54,15,69,5
32,デュオニソス,シフォン,54,62,116,4
32,デュオニソス,キャロット,54,60,114,2
32,デュオニソス,グリッシーニ,54,74,128,0
32,デュオニソス,シュガー,54,49,103,7
32,デュオニソス,オレガノ,54,65,119,7
32,デュオニソス,サフラン,54,64,118,6
32,デュオニソス,カイン,54,74,128,0
32,デュオニソス,エダム,54,48,102,6
32,デュオニソス,ブリー,54,29,83,3
32,デュオニソス,マラスキーノ,54,74,128,0
32,デュオニソス,にせヒーロー,54,90,144,0
33,アルテミス,ヘーゼル,49,33,82,2
33,アルテミス,ガスパチョ,49,37,86,6
33,アルテミス,チコリ,49,18,67,3
33,アルテミス,アルファルファ,49,38,87,7
33,アルテミス,デュオニソス,49,54,103,7
33,アルテミス,ソーピニヨン,49,48,97,1
33,アルテミス,セミヨン,49,36,85,5
33,アルテミス,ヘパイストス,49,49,98,2
33,アルテミス,アテナ,49,66,115,3
33,アルテミス,ジェラート,49,49,98,2
33,アルテミス,フェットチーネ,49,67,116,4
33,アルテミス,バゲット,49,37,86,6
33,アルテミス,マフィン,49,15,64,0
33,アルテミス,ミモザ,49,66,115,3
33,アルテミス,ブラウニー,49,5,54,6
33,アルテミス,シュガー,49,49,98,2
33,アルテミス,オレガノ,49,65,114,2
33,アルテミス,サフラン,49,64,113,1
33,アルテミス,エストラゴン,49,66,115,3
33,アルテミス,フリオニール,49,67,116,4
33,アルテミス,ハバティー,49,54,103,7
33,アルテミス,マリボー,49,66,115,3
33,アルテミス,ラクレット,49,36,85,5
33,アルテミス,エダム,49,48,97,1
33,アルテミス,アクアビット,49,69,118,6
33,アルテミス,ラ ターシュ,49,69,118,6
33,アルテミス,バランタイン,49,70,119,7
33,アルテミス,クイーン,49,70,119,7
33,アルテミス,プリンス,49,100,149,5
33,アルテミス,せいめいたい,49,500,549,5
33,アルテミス,ヴィーナス,49,82,131,3
33,アルテミス,ゼウス,49,85,134,6
34,キャンディー,しゅじんこう,26,90,116,4
34,キャンディー,クミン,26,27,53,5
34,キャンディー,カシュー,26,39,65,1
34,キャンディー,ビシソワーズ,26,27,53,5
34,キャンディー,キッシュ,26,26,52,4
34,キャンディー,シェーブル,26,27,53,5
34,キャンディー,アルファルファ,26,38,64,0
34,キャンディー,デュオニソス,26,54,80,0
34,キャンディー,エピィ,26,57,83,3
34,キャンディー,アポロン,26,74,100,4
34,キャンディー,ヘスティア,26,25,51,3
34,キャンディー,レモン,26,27,53,5
34,キャンディー,ブカティーニ,26,42,68,4
34,キャンディー,カシス,26,73,99,3
34,キャンディー,チキータ,26,74,100,4
34,キャンディー,ランプータン,26,27,53,5
34,キャンディー,マスカット,26,27,53,5
34,キャンディー,ブリオッシュ,26,60,86,6
34,キャンディー,ブレッツェル,26,71,97,1
34,キャンディー,ショコラ,26,56,82,2
34,キャンディー,キャロット,26,60,86,6
34,キャンディー,コンポート,26,55,81,1
34,キャンディー,グリッシーニ,26,74,100,4
34,キャンディー,リディア,26,72,98,2
34,キャンディー,カイン,26,74,100,4
34,キャンディー,グレイ,26,73,99,3
34,キャンディー,レオンハルト,26,71,97,1
34,キャンディー,ハバティー,26,54,80,0
34,キャンディー,ブリー,26,29,55,7
34,キャンディー,マルガリータ,26,72,98,2
34,キャンディー,マラスキーノ,26,74,100,4
34,キャンディー,バランタイン,26,70,96,0
34,キャンディー,カミュ,26,73,99,3
34,キャンディー,クイーン,26,70,96,0
34,キャンディー,にせヒーロー,26,90,116,4
34,キャンディー,ココット,26,24,50,2
35,シャルドネ,しゅじんこう,56,90,146,2
35,シャルドネ,クミン,56,27,83,3
35,シャルドネ,ガルバンゾー,56,30,86,6
35,シャルドネ,ビシソワーズ,56,27,83,3
35,シャルドネ,キッシュ,56,26,82,2
35,シャルドネ,シェーブル,56,27,83,3
35,シャルドネ,リーキ,56,30,86,6
35,シャルドネ,キャンディー,56,26,82,2
35,シャルドネ,ピオーネ,56,46,102,6
35,シャルドネ,エシャロット,56,46,102,6
35,シャルドネ,エピィ,56,57,113,1
35,シャルドネ,アポロン,56,74,130,2
35,シャルドネ,ヘスティア,56,25,81,1
35,シャルドネ,レモン,56,27,83,3
35,シャルドネ,ブカティーニ,56,42,98,2
35,シャルドネ,カシス,56,73,129,1
35,シャルドネ,チキータ,56,74,130,2
35,シャルドネ,ランプータン,56,27,83,3
35,シャルドネ,マスカット,56,27,83,3
35,シャルドネ,ブリオッシュ,56,60,116,4
35,シャルドネ,マフィン,56,15,71,7
35,シャルドネ,ショコラ,56,56,112,0
35,シャルドネ,シフォン,56,62,118,6
35,シャルドネ,キャロット,56,60,116,4
35,シャルドネ,グリッシーニ,56,74,130,2
35,シャルドネ,リディア,56,72,128,0
35,シャルドネ,カイン,56,74,130,2
35,シャルドネ,グレイ,56,73,129,1
35,シャルドネ,ブリー,56,29,85,5
35,シャルドネ,マルガリータ,56,72,128,0
35,シャルドネ,マラスキーノ,56,74,130,2
35,シャルドネ,カミュ,56,73,129,1
35,シャルドネ,にせヒーロー,56,90,146,2
35,シャルドネ,ココット,56,24,80,0
36,ソーピニヨン,ヘーゼル,48,33,81,1
36,ソーピニヨン,カシュー,48,39,87,7
36,ソーピニヨン,ガスパチョ,48,37,85,5
36,ソーピニヨン,チコリ,48,18,66,2
36,ソーピニヨン,アルファルファ,48,38,86,6
36,ソーピニヨン,デュオニソス,48,54,102,6
36,ソーピニヨン,アルテミス,48,49,97,1
36,ソーピニヨン,セミヨン,48,36,84,4
36,ソーピニヨン,ヘパイストス,48,49,97,1
36,ソーピニヨン,アテナ,48,66,114,2
36,ソーピニヨン,ジェラート,48,49,97,1
36,ソーピニヨン,フェットチーネ,48,67,115,3
36,ソーピニヨン,バゲット,48,37,85,5
36,ソーピニヨン,ブレッツェル,48,71,119,7
36,ソーピニヨン,ミモザ,48,66,114,2
36,ソーピニヨン,ブラウニー,48,5,53,5
36,ソーピニヨン,コンポート,48,55,103,7
36,ソーピニヨン,シュガー,48,49,97,1
36,ソーピニヨン,オレガノ,48,65,113,1
36,ソーピニヨン,サフラン,48,64,112,0
36,ソーピニヨン,エストラゴン,48,66,114,2
36,ソーピニヨン,レオンハルト,48,71,119,7
36,ソーピニヨン,フリオニール,48,67,115,3
36,ソーピニヨン,ハバティー,48,54,102,6
36,ソーピニヨン,マリボー,48,66,114,2
36,ソーピニヨン,ラクレット,48,36,84,4
36,ソーピニヨン,エダム,48,48,96,0
36,ソーピニヨン,アクアビット,48,69,117,5
36,ソーピニヨン,ラ ターシュ,48,69,117,5
36,ソーピニヨン,バランタイン,48,70,118,6
36,ソーピニヨン,クイーン,48,70,118,6
36,ソーピニヨン,プリンス,48,100,148,4
36,ソーピニヨン,せいめいたい,48,500,548,4
36,ソーピニヨン,ヴィーナス,48,82,130,2
36,ソーピニヨン,ゼウス,48,85,133,5
37,ピオーネ,カシュー,46,39,85,5
37,ピオーネ,ガスパチョ,46,37,83,3
37,ピオーネ,チコリ,46,18,64,0
37,ピオーネ,アルファルファ,46,38,84,4
37,ピオーネ,デュオニソス,46,54,100,4
37,ピオーネ,セミヨン,46,36,82,2
37,ピオーネ,アテナ,46,66,112,0
37,ピオーネ,エピィ,46,57,103,7
37,ピオーネ,ヘスティア,46,25,71,7
37,ピオーネ,フェットチーネ,46,67,113,1
37,ピオーネ,カシス,46,73,119,7
37,ピオーネ,バゲット,46,37,83,3
37,ピオーネ,ブレッツェル,46,71,117,5
37,ピオーネ,ミモザ,46,66,112,0
37,ピオーネ,ショコラ,46,56,102,6
37,ピオーネ,ブラウニー,46,5,51,3
37,ピオーネ,コンポート,46,55,101,5
37,ピオーネ,エストラゴン,46,66,112,0
37,ピオーネ,リディア,46,72,118,6
37,ピオーネ,グレイ,46,73,119,7
37,ピオーネ,レオンハルト,46,71,117,5
37,ピオーネ,フリオニール,46,67,113,1
37,ピオーネ,ハバティー,46,54,100,4
37,ピオーネ,マリボー,46,66,112,0
37,ピオーネ,ラクレット,46,36,82,2
37,ピオーネ,マルガリータ,46,72,118,6
37,ピオーネ,アクアビット,46,69,115,3
37,ピオーネ,ラ ターシュ,46,69,115,3
37,ピオーネ,バランタイン,46,70,116,4
37,ピオーネ,カミュ,46,73,119,7
37,ピオーネ,クイーン,46,70,116,4
37,ピオーネ,プリンス,46,100,146,2
37,ピオーネ,せいめいたい,46,500,546,2
37,ピオーネ,ココット,46,24,70,6
37,ピオーネ,ヴィーナス,46,82,128,0
37,ピオーネ,ゼウス,46,85,131,3
38,ヘラ,しゅじんこう,59,90,149,5
38,ヘラ,クミン,59,27,86,6
38,ヘラ,カシュー,59,39,98,2
38,ヘラ,ガスパチョ,59,37,96,0
38,ヘラ,ビシソワーズ,59,27,86,6
38,ヘラ,キッシュ,59,26,85,5
38,ヘラ,シェーブル,59,27,86,6
38,ヘラ,アルファルファ,59,38,97,1
38,ヘラ,デュオニソス,59,54,113,1
38,ヘラ,キャンディー,59,26,85,5
38,ヘラ,エピィ,59,57,116,4
38,ヘラ,アポロン,59,74,133,5
38,ヘラ,ヘスティア,59,25,84,4
38,ヘラ,レモン,59,27,86,6
38,ヘラ,ブカティーニ,59,42,101,5
38,ヘラ,カシス,59,73,132,4
38,ヘラ,チキータ,59,74,133,5
38,ヘラ,ランプータン,59,27,86,6
38,ヘラ,マスカット,59,27,86,6
38,ヘラ,バゲット,59,37,96,0
38,ヘラ,ブリオッシュ,59,60,119,7
38,ヘラ,ブレッツェル,59,71,130,2
38,ヘラ,ショコラ,59,56,115,3
38,ヘラ,ブラウニー,59,5,64,0
38,ヘラ,キャロット,59,60,119,7
38,ヘラ,コンポート,59,55,114,2
38,ヘラ,グリッシーニ,59,74,133,5
38,ヘラ,リディア,59,72,131,3
38,ヘラ,カイン,59,74,133,5
38,ヘラ,グレイ,59,73,132,4
38,ヘラ,レオンハルト,59,71,130,2
38,ヘラ,ハバティー,59,54,113,1
38,ヘラ,マルガリータ,59,72,131,3
38,ヘラ,マラスキーノ,59,74,133,5
38,ヘラ,アクアビット,59,69,128,0
38,ヘラ,ラ ターシュ,59,69,128,0
38,ヘラ,バランタイン,59,70,129,1
38,ヘラ,カミュ,59,73,132,4
38,ヘラ,クイーン,59,70,129,1
38,ヘラ,にせヒーロー,59,90,149,5
38,ヘラ,ココット,59,24,83,3
38,ヘラ,ゼウス,59,85,144,0
39,セミヨン,ヘーゼル,36,33,69,5
39,セミヨン,ガルバンゾー,36,30,66,2
39,セミヨン,チコリ,36,18,54,6
39,セミヨン,リーキ,36,30,66,2
39,セミヨン,アルテミス,36,49,85,5
39,セミヨン,ソーピニヨン,36,48,84,4
39,セミヨン,ピオーネ,36,46,82,2
39,セミヨン,ヘパイストス,36,49,85,5
39,セミヨン,エシャロット,36,46,82,2
39,セミヨン,アテナ,36,66,102,6
39,セミヨン,ジェラート,36,49,85,5
39,セミヨン,フェットチーネ,36,67,103,7
39,セミヨン,ブリオッシュ,36,60,96,0
39,セミヨン,マフィン,36,15,51,3
39,セミヨン,ミモザ,36,66,102,6
39,セミヨン,シフォン,36,62,98,2
39,セミヨン,キャロット,36,60,96,0
39,セミヨン,シュガー,36,49,85,5
39,セミヨン,オレガノ,36,65,101,5
39,セミヨン,サフラン,36,64,100,4
39,セミヨン,エストラゴン,36,66,102,6
39,セミヨン,フリオニール,36,67,103,7
39,セミヨン,マリボー,36,66,102,6
39,セミヨン,エダム,36,48,84,4
39,セミヨン,ブリー,36,29,65,1
39,セミヨン,ヴィーナス,36,82,118,6
40,ポワソン,ヘーゼル,80,33,113,1
40,ポワソン,カシュー,80,39,119,7
40,ポワソン,ガスパチョ,80,37,117,5
40,ポワソン,チコリ,80,18,98,2
40,ポワソン,アルファルファ,80,38,118,6
40,ポワソン,デュオニソス,80,54,134,6
40,ポワソン,アルテミス,80,49,129,1
40,ポワソン,ソーピニヨン,80,48,128,0
40,ポワソン,セミヨン,80,36,116,4
40,ポワソン,ヘパイストス,80,49,129,1
40,ポワソン,アテナ,80,66,146,2
40,ポワソン,ジェラート,80,49,129,1
40,ポワソン,フェットチーネ,80,67,147,3
40,ポワソン,バゲット,80,37,117,5
40,ポワソン,ブレッツェル,80,71,151,7
40,ポワソン,ミモザ,80,66,146,2
40,ポワソン,ブラウニー,80,5,85,5
40,ポワソン,コンポート,80,55,135,7
40,ポワソン,シュガー,80,49,129,1
40,ポワソン,オレガノ,80,65,145,1
40,ポワソン,サフラン,80,64,144,0
40,ポワソン,エストラゴン,80,66,146,2
40,ポワソン,レオンハルト,80,71,151,7
40,ポワソン,フリオニール,80,67,147,3
40,ポワソン,ハバティー,80,54,134,6
40,ポワソン,マリボー,80,66,146,2
40,ポワソン,ラクレット,80,36,116,4
40,ポワソン,エダム,80,48,128,0
40,ポワソン,アクアビット,80,69,149,5
40,ポワソン,ラ ターシュ,80,69,149,5
40,ポワソン,バランタイン,80,70,150,6
40,ポワソン,クイーン,80,70,150,6
40,ポワソン,プリンス,80,100,180,4
40,ポワソン,せいめいたい,80,500,580,4
40,ポワソン,ヴィーナス,80,82,162,2
40,ポワソン,ゼウス,80,85,165,5
41,デーメーテール,ヘーゼル,49,33,82,2
41,デーメーテール,ガスパチョ,49,37,86,6
41,デーメーテール,チコリ,49,18,67,3
41,デーメーテール,アルファルファ,49,38,87,7
41,デーメーテール,デュオニソス,49,54,103,7
41,デーメーテール,アルテミス,49,49,98,2
41,デーメーテール,ソーピニヨン,49,48,97,1
41,デーメーテール,セミヨン,49,36,85,5
41,デーメーテール,ヘパイストス,49,49,98,2
41,デーメーテール,アテナ,49,66,115,3
41,デーメーテール,ジェラート,49,49,98,2
41,デーメーテール,フェットチーネ,49,67,116,4
41,デーメーテール,バゲット,49,37,86,6
41,デーメーテール,マフィン,49,15,64,0
41,デーメーテール,ミモザ,49,66,115,3
41,デーメーテール,ブラウニー,49,5,54,6
41,デーメーテール,シュガー,49,49,98,2
41,デーメーテール,オレガノ,49,65,114,2
41,デーメーテール,サフラン,49,64,113,1
41,デーメーテール,エストラゴン,49,66,115,3
41,デーメーテール,フリオニール,49,67,116,4
41,デーメーテール,ハバティー,49,54,103,7
41,デーメーテール,マリボー,49,66,115,3
41,デーメーテール,ラクレット,49,36,85,5
41,デーメーテール,エダム,49,48,97,1
41,デーメーテール,アクアビット,49,69,118,6
41,デーメーテール,ラ ターシュ,49,69,118,6
41,デーメーテール,バランタイン,49,70,119,7
41,デーメーテール,クイーン,49,70,119,7
41,デーメーテール,プリンス,49,100,149,5
41,デーメーテール,せいめいたい,49,500,549,5
41,デーメーテール,ヴィーナス,49,82,131,3
41,デーメーテール,ゼウス,49,85,134,6
42,ユイートル,しゅじんこう,57,90,147,3
42,ユイートル,クミン,57,27,84,4
42,ユイートル,ガルバンゾー,57,30,87,7
42,ユイートル,カシュー,57,39,96,0
42,ユイートル,ビシソワーズ,57,27,84,4
42,ユイートル,キッシュ,57,26,83,3
42,ユイートル,シェーブル,57,27,84,4
42,ユイートル,リーキ,57,30,87,7
42,ユイートル,キャンディー,57,26,83,3
42,ユイートル,ピオーネ,57,46,103,7
42,ユイートル,エシャロット,57,46,103,7
42,ユイートル,エピィ,57,57,114,2
42,ユイートル,アポロン,57,74,131,3
42,ユイートル,ヘスティア,57,25,82,2
42,ユイートル,レモン,57,27,84,4
42,ユイートル,ブカティーニ,57,42,99,3
42,ユイートル,カシス,57,73,130,2
42,ユイートル,チキータ,57,74,131,3
42,ユイートル,ランプータン,57,27,84,4
42,ユイートル,マスカット,57,27,84,4
42,ユイートル,ブリオッシュ,57,60,117,5
42,ユイートル,ブレッツェル,57,71,128,0
42,ユイートル,ショコラ,57,56,113,1
42,ユイートル,シフォン,57,62,119,7
42,ユイートル,キャロット,57,60,117,5
42,ユイートル,コンポート,57,55,112,0
42,ユイートル,グリッシーニ,57,74,131,3
42,ユイートル,リディア,57,72,129,1
42,ユイートル,カイン,57,74,131,3
42,ユイートル,グレイ,57,73,130,2
42,ユイートル,レオンハルト,57,71,128,0
42,ユイートル,ブリー,57,29,86,6
42,ユイートル,マルガリータ,57,72,129,1
42,ユイートル,マラスキーノ,57,74,131,3
42,ユイートル,カミュ,57,73,130,2
42,ユイートル,にせヒーロー,57,90,147,3
42,ユイートル,ココット,57,24,81,1
43,ヘパイストス,ヘーゼル,49,33,82,2
43,ヘパイストス,ガスパチョ,49,37,86,6
43,ヘパイストス,チコリ,49,18,67,3
43,ヘパイストス,アルファルファ,49,38,87,7
43,ヘパイストス,デュオニソス,49,54,103,7
43,ヘパイストス,アルテミス,49,49,98,2
43,ヘパイストス,ソーピニヨン,49,48,97,1
43,ヘパイストス,セミヨン,49,36,85,5
43,ヘパイストス,アテナ,49,66,115,3
43,ヘパイストス,ジェラート,49,49,98,2
43,ヘパイストス,フェットチーネ,49,67,116,4
43,ヘパイストス,バゲット,49,37,86,6
43,ヘパイストス,マフィン,49,15,64,0
43,ヘパイストス,ミモザ,49,66,115,3
43,ヘパイストス,ブラウニー,49,5,54,6
43,ヘパイストス,シュガー,49,49,98,2
43,ヘパイストス,オレガノ,49,65,114,2
43,ヘパイストス,サフラン,49,64,113,1
43,ヘパイストス,エストラゴン,49,66,115,3
43,ヘパイストス,フリオニール,49,67,116,4
43,ヘパイストス,ハバティー,49,54,103,7
43,ヘパイストス,マリボー,49,66,115,3
43,ヘパイストス,ラクレット,49,36,85,5
43,ヘパイストス,エダム,49,48,97,1
43,ヘパイストス,アクアビット,49,69,118,6
43,ヘパイストス,ラ ターシュ,49,69,118,6
43,ヘパイストス,バランタイン,49,70,119,7
43,ヘパイストス,クイーン,49,70,119,7
43,ヘパイストス,プリンス,49,100,149,5
43,ヘパイストス,せいめいたい,49,500,549,5
43,ヘパイストス,ヴィーナス,49,82,131,3
43,ヘパイストス,ゼウス,49,85,134,6
44,エシャロット,カシュー,46,39,85,5
44,エシャロット,ガスパチョ,46,37,83,3
44,エシャロット,チコリ,46,18,64,0
44,エシャロット,アルファルファ,46,38,84,4
44,エシャロット,デュオニソス,46,54,100,4
44,エシャロット,セミヨン,46,36,82,2
44,エシャロット,アテナ,46,66,112,0
44,エシャロット,エピィ,46,57,103,7
44,エシャロット,ヘスティア,46,25,71,7
44,エシャロット,フェットチーネ,46,67,113,1
44,エシャロット,カシス,46,73,119,7
44,エシャロット,バゲット,46,37,83,3
44,エシャロット,ブレッツェル,46,71,117,5
44,エシャロット,ミモザ,46,66,112,0
44,エシャロット,ショコラ,46,56,102,6
44,エシャロット,ブラウニー,46,5,51,3
44,エシャロット,コンポート,46,55,101,5
44,エシャロット,エストラゴン,46,66,112,0
44,エシャロット,リディア,46,72,118,6
44,エシャロット,グレイ,46,73,119,7
44,エシャロット,レオンハルト,46,71,117,5
44,エシャロット,フリオニール,46,67,113,1
44,エシャロット,ハバティー,46,54,100,4
44,エシャロット,マリボー,46,66,112,0
44,エシャロット,ラクレット,46,36,82,2
44,エシャロット,マルガリータ,46,72,118,6
44,エシャロット,アクアビット,46,69,115,3
44,エシャロット,ラ ターシュ,46,69,115,3
44,エシャロット,バランタイン,46,70,116,4
44,エシャロット,カミュ,46,73,119,7
44,エシャロット,クイーン,46,70,116,4
44,エシャロット,プリンス,46,100,146,2
44,エシャロット,せいめいたい,46,500,546,2
44,エシャロット,ココット,46,24,70,6
44,エシャロット,ヴィーナス,46,82,128,0
44,エシャロット,ゼウス,46,85,131,3
45,ミュスカデ,しゅじんこう,57,90,147,3
45,ミュスカデ,クミン,57,27,84,4
45,ミュスカデ,ガルバンゾー,57,30,87,7
45,ミュスカデ,カシュー,57,39,96,0
45,ミュスカデ,ビシソワーズ,57,27,84,4
45,ミュスカデ,キッシュ,57,26,83,3
45,ミュスカデ,シェーブル,57,27,84,4
45,ミュスカデ,リーキ,57,30,87,7
45,ミュスカデ,キャンディー,57,26,83,3
45,ミュスカデ,ピオーネ,57,46,103,7
45,ミュスカデ,エシャロット,57,46,103,7
45,ミュスカデ,エピィ,57,57,114,2
45,ミュスカデ,アポロン,57,74,131,3
45,ミュスカデ,ヘスティア,57,25,82,2
45,ミュスカデ,レモン,57,27,84,4
45,ミュスカデ,ブカティーニ,57,42,99,3
45,ミュスカデ,カシス,57,73,130,2
45,ミュスカデ,チキータ,57,74,131,3
45,ミュスカデ,ランプータン,57,27,84,4
45,ミュスカデ,マスカット,57,27,84,4
45,ミュスカデ,ブリオッシュ,57,60,117,5
45,ミュスカデ,ブレッツェル,57,71,128,0
45,ミュスカデ,ショコラ,57,56,113,1
45,ミュスカデ,シフォン,57,62,119,7
45,ミュスカデ,キャロット,57,60,117,5
45,ミュスカデ,コンポート,57,55,112,0
45,ミュスカデ,グリッシーニ,57,74,131,3
45,ミュスカデ,リディア,57,72,129,1
45,ミュスカデ,カイン,57,74,131,3
45,ミュスカデ,グレイ,57,73,130,2
45,ミュスカデ,レオンハルト,57,71,128,0
45,ミュスカデ,ブリー,57,29,86,6
45,ミュスカデ,マルガリータ,57,72,129,1
45,ミュスカデ,マラスキーノ,57,74,131,3
45,ミュスカデ,カミュ,57,73,130,2
45,ミュスカデ,にせヒーロー,57,90,147,3
45,ミュスカデ,ココット,57,24,81,1
46,アテナ,ヘーゼル,66,33,99,3
46,アテナ,ガルバンゾー,66,30,96,0
46,アテナ,ガスパチョ,66,37,103,7
46,アテナ,チコリ,66,18,84,4
46,アテナ,リーキ,66,30,96,0
46,アテナ,アルテミス,66,49,115,3
46,アテナ,ソーピニヨン,66,48,114,2
46,アテナ,ピオーネ,66,46,112,0
46,アテナ,セミヨン,66,36,102,6
46,アテナ,ヘパイストス,66,49,115,3
46,アテナ,エシャロット,66,46,112,0
46,アテナ,ジェラート,66,49,115,3
46,アテナ,フェットチーネ,66,67,133,5
46,アテナ,バゲット,66,37,103,7
46,アテナ,マフィン,66,15,81,1
46,アテナ,ミモザ,66,66,132,4
46,アテナ,シフォン,66,62,128,0
46,アテナ,ブラウニー,66,5,71,7
46,アテナ,シュガー,66,49,115,3
46,アテナ,オレガノ,66,65,131,3
46,アテナ,サフラン,66,64,130,2
46,アテナ,エストラゴン,66,66,132,4
46,アテナ,フリオニール,66,67,133,5
46,アテナ,マリボー,66,66,132,4
46,アテナ,ラクレット,66,36,102,6
46,アテナ,エダム,66,48,114,2
